ID1	ID2	type	node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	exists
AT4G08480	AT4G01370	-	MAPKKK9	MPK4	132728	132226	3702.AT4G08480.1	3702.AT4G01370.1	0	0	0	0.667	0	0.867	0	0.802	0.902	0.75
AT3G45640	AT1G07880	-	MPK3	ATMPK13	130168	116033	3702.AT3G45640.1	3702.AT1G07880.2	0	0	0.527	0.976	0	0	0.9	0.69	0.902	1
AT3G50930	AT2G40140	-	BCS1	CZF1	130732	125775	3702.AT3G50930.1	3702.AT2G40140.1	0	0	0	0	0.902	0	0	0	0.902	0.25
AT4G29780	AT1G18740	-	AT4G29780	AT1G18740	135079	117189	3702.AT4G29780.1	3702.AT1G18740.1	0	0	0	0	0.902	0	0	0	0.902	0.5
AT3G59790	AT2G43790	-	MPK10	MPK6	131658	126169	3702.AT3G59790.1	3702.AT2G43790.1	0	0	0.527	0.978	0	0	0.9	0.478	0.902	0.75
AT2G43790	AT1G07880	-	MPK6	ATMPK13	126169	116033	3702.AT2G43790.1	3702.AT1G07880.2	0	0	0.527	0.978	0	0	0.9	0.752	0.902	1
AT4G11330	AT1G07880	-	MPK5	ATMPK13	133021	116033	3702.AT4G11330.1	3702.AT1G07880.2	0	0	0.527	0.98	0	0	0.9	0.871	0.902	0.25
AT2G46070	AT1G01560	-	MPK12	MPK11	126407	115365	3702.AT2G46070.1	3702.AT1G01560.2	0	0	0.527	0.983	0	0	0.9	0.758	0.902	0.5
AT5G59820	AT3G04640	-	RHL41	AT3G04640	141669	127035	3702.AT5G59820.1	3702.AT3G04640.1	0	0	0	0	0.902	0	0	0	0.902	0.75
AT4G34150	AT2G23810	-	AT4G34150	TET8	135557	124027	3702.AT4G34150.1	3702.AT2G23810.1	0	0	0	0	0.902	0	0	0	0.902	1
AT1G07880	AT1G01560	-	ATMPK13	MPK11	116033	115365	3702.AT1G07880.2	3702.AT1G01560.2	0	0	0.527	0.98	0	0	0.9	0.829	0.902	0.25
AT2G43790	AT1G01560	-	MPK6	MPK11	126169	115365	3702.AT2G43790.1	3702.AT1G01560.2	0	0	0.527	0.977	0	0	0.9	0.728	0.902	0.5
AT5G66070	AT2G40140	-	AT5G66070	CZF1	142341	125775	3702.AT5G66070.2	3702.AT2G40140.1	0	0	0	0	0.902	0	0	0	0.902	0.75
AT4G11330	AT2G46070	-	MPK5	MPK12	133021	126407	3702.AT4G11330.1	3702.AT2G46070.1	0	0	0.527	0.98	0	0	0.9	0.819	0.902	1
AT2G40000	AT1G23710	-	HSPRO2	AT1G23710	125756	117705	3702.AT2G40000.1	3702.AT1G23710.1	0	0	0	0	0.901	0	0	0	0.901	0.25
AT4G02195	AT3G54300	-	SYP42	VAMP727	132321	131092	3702.AT4G02195.1	3702.AT3G54300.1	0	0	0	0	0	0.397	0	0.842	0.901	0.5
AT2G30020	AT1G10210	-	AT2G30020	MPK1	124675	116288	3702.AT2G30020.1	3702.AT1G10210.1	0	0	0	0	0	0.305	0	0.864	0.901	0.75
AT2G18170	AT1G10210	-	MPK7	MPK1	123434	116288	3702.AT2G18170.1	3702.AT1G10210.1	0	0	0.527	0.986	0	0	0.9	0.549	0.901	1
AT4G36450	AT1G10210	-	MPK14	MPK1	135802	116288	3702.AT4G36450.1	3702.AT1G10210.1	0	0	0.527	0.984	0	0	0.9	0.429	0.901	0.25
AT3G11820	AT1G19020	-	SYP121	AT1G19020	127780	117217	3702.AT3G11820.1	3702.AT1G19020.1	0	0	0	0	0.901	0	0	0	0.901	0.5
AT4G36450	AT1G59580	-	MPK14	MPK2	135802	120159	3702.AT4G36450.1	3702.AT1G59580.1	0	0	0.527	0.984	0	0	0.9	0.754	0.901	0.75
AT3G18270	AT2G26530	-	CYP77A5P	AR781	128509	124313	3702.AT3G18270.1	3702.AT2G26530.1	0	0	0	0	0	0	0	0.901	0.901	1
AT5G25930	AT4G34390	-	AT5G25930	XLG2	138673	135584	3702.AT5G25930.1	3702.AT4G34390.1	0	0	0	0	0.844	0.296	0	0.179	0.901	0.25
AT5G52750	AT4G33050	-	AT5G52750	EDA39	140902	135437	3702.AT5G52750.1	3702.AT4G33050.2	0	0	0	0	0.901	0	0	0	0.901	0.5
AT4G36450	AT2G18170	-	MPK14	MPK7	135802	123434	3702.AT4G36450.1	3702.AT2G18170.1	0	0	0.527	0.987	0	0	0.9	0.877	0.901	0.75
AT3G44260	AT1G28370	-	CAF1a	ERF11	130024	118126	3702.AT3G44260.1	3702.AT1G28370.1	0	0	0	0	0.901	0	0	0	0.901	1
AT4G01370	AT2G46070	-	MPK4	MPK12	132226	126407	3702.AT4G01370.1	3702.AT2G46070.1	0	0	0.527	0.984	0	0	0.9	0.728	0.901	0.25
AT2G18170	AT1G59580	-	MPK7	MPK2	123434	120159	3702.AT2G18170.1	3702.AT1G59580.1	0	0	0.527	0.985	0	0	0.9	0.819	0.901	0.5
AT3G05430	AT3G02470	-	AT3G05430	SAMDC	127129	126799	3702.AT3G05430.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G15950	AT4G08990	-	AT5G15950	AT4G08990	137688	132779	3702.AT5G15950.1	3702.AT4G08990.1	0	0	0	0	0	0	0.9	0	0.9	1
AT4G11280	AT1G70310	-	ACS6	SPDS2	133016	121293	3702.AT4G11280.1	3702.AT1G70310.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G11280	AT1G69770	-	ACS6	CMT3	133016	121238	3702.AT4G11280.1	3702.AT1G69770.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT4G11280	AT3G25570	-	ACS6	AT3G25570	133016	129302	3702.AT4G11280.1	3702.AT3G25570.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT4G11280	AT1G12010	-	ACS6	AT1G12010	133016	116487	3702.AT4G11280.1	3702.AT1G12010.1	0	0	0	0	0	0	0.9	0	0.9	1
AT4G19020	AT3G25570	-	CMT2	AT3G25570	133914	129302	3702.AT4G19020.1	3702.AT3G25570.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G13610	AT3G02470	-	MEE57	SAMDC	133266	126799	3702.AT4G13610.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT4G11280	AT3G44260	-	ACS6	CAF1a	133016	130024	3702.AT4G11280.1	3702.AT3G44260.1	0	0	0	0	0.898	0	0	0.065	0.9	0.75
AT5G15950	AT4G11280	-	AT5G15950	ACS6	137688	133016	3702.AT5G15950.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	1
AT4G11280	AT1G80740	-	ACS6	CMT1	133016	122355	3702.AT4G11280.1	3702.AT1G80740.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G14365	AT1G07000	-	XBAT34	EXO70B2	133363	115936	3702.AT4G14365.1	3702.AT1G07000.1	0	0	0	0	0.9	0	0	0	0.9	0.5
AT5G15950	AT4G13610	-	AT5G15950	MEE57	137688	133266	3702.AT5G15950.1	3702.AT4G13610.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT4G24570	AT2G40140	-	DIC2	CZF1	134510	125775	3702.AT4G24570.1	3702.AT2G40140.1	0	0	0	0	0.9	0	0	0	0.9	1
AT5G18930	AT4G14140	-	BUD2	DMT2	138007	133327	3702.AT5G18930.1	3702.AT4G14140.2	0	0	0	0	0	0	0.9	0	0.9	0.25
AT3G02470	AT1G80740	-	SAMDC	CMT1	126799	122355	3702.AT3G02470.1	3702.AT1G80740.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT3G59080	AT3G55980	-	AT3G59080	SZF1	131588	131273	3702.AT3G59080.1	3702.AT3G55980.1	0	0	0	0	0.9	0	0	0	0.9	0.75
AT3G25570	AT3G05430	-	AT3G25570	AT3G05430	129302	127129	3702.AT3G25570.1	3702.AT3G05430.1	0	0	0	0	0	0	0.9	0	0.9	1
AT5G27650	AT1G02500	-	AT5G27650	SAM1	138833	115464	3702.AT5G27650.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT3G17390	AT3G05430	-	MTO3	AT3G05430	128412	127129	3702.AT3G17390.1	3702.AT3G05430.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT5G49160	AT5G15950	-	MET1	AT5G15950	140517	137688	3702.AT5G49160.1	3702.AT5G15950.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G18930	AT3G05430	-	BUD2	AT3G05430	138007	127129	3702.AT5G18930.1	3702.AT3G05430.1	0	0	0	0	0	0	0.9	0	0.9	1
AT5G27650	AT3G17390	-	AT5G27650	MTO3	138833	128412	3702.AT5G27650.1	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G14140	AT4G11280	-	DMT2	ACS6	133327	133016	3702.AT4G14140.2	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT5G27650	AT5G15950	-	AT5G27650	AT5G15950	138833	137688	3702.AT5G27650.1	3702.AT5G15950.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G18930	AT1G80740	-	BUD2	CMT1	138007	122355	3702.AT5G18930.1	3702.AT1G80740.1	0	0	0	0	0	0	0.9	0	0.9	1
AT4G38800	AT1G70310	-	MTN1	SPDS2	136050	121293	3702.AT4G38800.1	3702.AT1G70310.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT5G27650	AT5G18930	-	AT5G27650	BUD2	138833	138007	3702.AT5G27650.1	3702.AT5G18930.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT5G18930	AT4G08990	-	BUD2	AT4G08990	138007	132779	3702.AT5G18930.1	3702.AT4G08990.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT4G13610	AT4G11280	-	MEE57	ACS6	133266	133016	3702.AT4G13610.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	1
AT5G19530	AT4G11280	-	ACL5	ACS6	138075	133016	3702.AT5G19530.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT5G27650	AT2G36880	-	AT5G27650	MAT3	138833	125422	3702.AT5G27650.1	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT4G08990	AT3G02470	-	AT4G08990	SAMDC	132779	126799	3702.AT4G08990.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G27650	AT3G02470	-	AT5G27650	SAMDC	138833	126799	3702.AT5G27650.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0	0.9	1
AT4G11280	AT3G02470	-	ACS6	SAMDC	133016	126799	3702.AT4G11280.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G27280	AT3G61190	-	AT4G27280	BAP1	134800	131808	3702.AT4G27280.1	3702.AT3G61190.1	0	0	0	0	0.9	0	0	0	0.9	0.5
AT4G34840	AT4G11280	-	MTN2	ACS6	135632	133016	3702.AT4G34840.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G15950	AT1G80740	-	AT5G15950	CMT1	137688	122355	3702.AT5G15950.1	3702.AT1G80740.1	0	0	0	0	0	0	0.9	0	0.9	1
AT5G15950	AT4G19020	-	AT5G15950	CMT2	137688	133914	3702.AT5G15950.1	3702.AT4G19020.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G14140	AT3G02470	-	DMT2	SAMDC	133327	126799	3702.AT4G14140.2	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT5G53120	AT4G11280	-	SPDS3	ACS6	140944	133016	3702.AT5G53120.6	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G15950	AT4G14140	-	AT5G15950	DMT2	137688	133327	3702.AT5G15950.1	3702.AT4G14140.2	0	0	0	0	0	0	0.9	0	0.9	1
AT5G57220	AT3G48360	-	CYP81F2	BT2	141393	130454	3702.AT5G57220.1	3702.AT3G48360.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT5G49160	AT3G25570	-	MET1	AT3G25570	140517	129302	3702.AT5G49160.1	3702.AT3G25570.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT3G54300	AT3G52400	-	VAMP727	SYP122	131092	130890	3702.AT3G54300.1	3702.AT3G52400.1	0	0	0	0	0	0.495	0	0.81	0.9	0.75
AT5G15950	AT3G05430	-	AT5G15950	AT3G05430	137688	127129	3702.AT5G15950.1	3702.AT3G05430.1	0	0	0	0	0	0	0.9	0	0.9	1
AT3G48360	AT3G26830	-	BT2	PAD3	130454	129453	3702.AT3G48360.1	3702.AT3G26830.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G11280	AT1G23820	-	ACS6	SPDS1	133016	117717	3702.AT4G11280.1	3702.AT1G23820.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT4G11280	AT3G05430	-	ACS6	AT3G05430	133016	127129	3702.AT4G11280.1	3702.AT3G05430.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT4G13610	AT3G25570	-	MEE57	AT3G25570	133266	129302	3702.AT4G13610.1	3702.AT3G25570.1	0	0	0	0	0	0	0.9	0	0.9	1
AT5G18930	AT1G69770	-	BUD2	CMT3	138007	121238	3702.AT5G18930.1	3702.AT1G69770.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT2G22880	AT1G80840	-	AT2G22880	WRKY40	123931	122366	3702.AT2G22880.1	3702.AT1G80840.1	0	0	0	0	0.9	0	0	0	0.9	0.5
AT5G27650	AT4G01850	-	AT5G27650	SAM-2	138833	132278	3702.AT5G27650.1	3702.AT4G01850.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G49160	AT5G18930	-	MET1	BUD2	140517	138007	3702.AT5G49160.1	3702.AT5G18930.1	0	0	0	0	0	0	0.9	0	0.9	1
AT5G18930	AT4G19020	-	BUD2	CMT2	138007	133914	3702.AT5G18930.1	3702.AT4G19020.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT5G27650	AT3G25570	-	AT5G27650	AT3G25570	138833	129302	3702.AT5G27650.1	3702.AT3G25570.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT4G19020	AT4G11280	-	CMT2	ACS6	133914	133016	3702.AT4G19020.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT3G25570	AT1G69770	-	AT3G25570	CMT3	129302	121238	3702.AT3G25570.1	3702.AT1G69770.1	0	0	0	0	0	0	0.9	0	0.9	1
AT5G53120	AT4G34840	-	SPDS3	MTN2	140944	135632	3702.AT5G53120.6	3702.AT4G34840.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT5G53120	AT4G38800	-	SPDS3	MTN1	140944	136050	3702.AT5G53120.6	3702.AT4G38800.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT3G05430	AT1G02500	-	AT3G05430	SAM1	127129	115464	3702.AT3G05430.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT3G05430	AT2G36880	-	AT3G05430	MAT3	127129	125422	3702.AT3G05430.1	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0	0.9	1
AT3G25570	AT1G80740	-	AT3G25570	CMT1	129302	122355	3702.AT3G25570.1	3702.AT1G80740.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT5G15950	AT1G69770	-	AT5G15950	CMT3	137688	121238	3702.AT5G15950.1	3702.AT1G69770.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT4G24570	AT4G17490	-	DIC2	ERF6	134510	133735	3702.AT4G24570.1	3702.AT4G17490.1	0	0	0	0	0.9	0	0	0	0.9	0.75
AT4G14140	AT3G25570	-	DMT2	AT3G25570	133327	129302	3702.AT4G14140.2	3702.AT3G25570.1	0	0	0	0	0	0	0.9	0	0.9	1
AT4G11280	AT1G77330	-	ACS6	AT1G77330	133016	122007	3702.AT4G11280.1	3702.AT1G77330.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT5G27650	AT4G11280	-	AT5G27650	ACS6	138833	133016	3702.AT5G27650.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT5G18930	AT4G11280	-	BUD2	ACS6	138007	133016	3702.AT5G18930.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G13190	AT5G10695	-	GILP	AT5G10695	137405	137183	3702.AT5G13190.1	3702.AT5G10695.1	0	0	0	0	0.9	0	0	0	0.9	1
AT4G38800	AT4G11280	-	MTN1	ACS6	136050	133016	3702.AT4G38800.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G01850	AT3G05430	-	SAM-2	AT3G05430	132278	127129	3702.AT4G01850.1	3702.AT3G05430.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT4G11280	AT4G08990	-	ACS6	AT4G08990	133016	132779	3702.AT4G11280.1	3702.AT4G08990.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G22570	AT1G80840	-	WRKY38	WRKY40	138319	122366	3702.AT5G22570.1	3702.AT1G80840.1	0	0	0	0	0	0.733	0	0.643	0.9	1
AT5G18930	AT4G13610	-	BUD2	MEE57	138007	133266	3702.AT5G18930.1	3702.AT4G13610.1	0	0	0	0	0	0	0.9	0	0.9	0.25
AT4G08990	AT3G25570	-	AT4G08990	AT3G25570	132779	129302	3702.AT4G08990.1	3702.AT3G25570.1	0	0	0	0	0	0	0.9	0	0.9	0.5
AT4G34840	AT1G70310	-	MTN2	SPDS2	135632	121293	3702.AT4G34840.1	3702.AT1G70310.1	0	0	0	0	0	0	0.9	0	0.9	0.75
AT5G66210	AT4G12720	-	CPK28	NUDT7	142355	133166	3702.AT5G66210.1	3702.AT4G12720.4	0	0	0	0	0.9	0	0	0	0.9	1
AT4G19020	AT3G02470	-	CMT2	SAMDC	133914	126799	3702.AT4G19020.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0	0.9	0.25
